Biomarker,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
HP0236_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H. Pylori2_IgA,0.12355520229549463,0.12410072478412876,0.12580566009823227,-,0.11985569563785609,0.12169290145112499,0.12505505295835814,0.12159197141235273,0.12117662084184898,0.121472465775065,0.12622162564403663,0.12266321290891705,0.12133765642485288,-,0.12030409012084288,0.12152128309961235,0.12270311655603874,0.12029718290398017,0.12219837182124858,0.12400253015480597,0.12016991193018192,0.12136457969273731,-,0.12166054462151919,0.12135616909371731,0.12103597959791222,0.12565027830472494,0.12522329783999586,0.12397464683969482,0.12437879119859235,0.12171525445398304,0.1215385705766683,0.1216774209430103,0.11973144393816493,0.12285376014618804,0.12575003664289514,0.12304120978610388,0.1205357780905011,0.12039681896151053,0.12649953649630585,0.12234967904715158,0.12421624299681207,0.12357883165703397,0.12402713482278252,0.12353411031975305,0.12245307902710721,0.116894569139879,0.12130201812654229,0.12065841055609068,0.12186716306507325,0.12380881129987567,0.12166228242892319,0.12411578992433717,0.125736629403126,0.12210730819671407,0.121118778433802,0.12438379177208941,0.12287691173888846,0.12370153076457255,0.12314967928030425,0.12299566064645408,0.12199964846066774,0.12354443726504691,0.12134044573442858,0.12294860115181161,0.1236805268406816,0.12510501160821758,0.12451675516741353,0.12303312783340435,0.1213341628348464,0.12515819893641542,0.12157986417250274,0.12603096352177814,0.124941310464496,0.12561710363684897,0.12253875205269771,0.12239676085834825,0.1210689580066626,0.12414939909600786,0.12192299230692642,0.12265193999039181,0.11973650009418849,0.1451176790025633,0.12273009056075639,0.12436479302292329,0.12222175647635368,0.11755123785271708,0.12272353759330658,0.12118024985672486,0.11734884902255782,0.12530144019568112,0.12436714471277559,0.12349351083304108,0.12428375563701512,0.1272372294104314,0.12430583536959774,0.1215762190480439,0.12251849991478919,0.12096861783843385,0.12019705255383056
HP0938_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HP1008_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HP1065_IgA,-,0.10051461659209598,-,-,0.0959666987781764,0.09761003037575894,-,-,0.09727964450372609,0.09773774095236401,-,-,0.09723504925645415,-,0.0963701733295814,0.09742436762764425,-,0.09664473328127081,-,0.100027341131773,-,-,-,0.0977066357952346,-,0.09717781971104245,-,-,0.09997929341619377,-,-,0.09774655672940177,-,0.09552099186483647,0.09883819165478072,0.10196172548438429,0.09902927444196398,-,0.0964946225480236,-,0.09818215381402079,-,0.0993617976389249,-,0.09976645740692636,0.09832934766377481,0.09299281379617397,-,0.09681915688303719,-,-,-,-,-,-,0.09671900119474562,-,-,-,-,-,-,0.0992733735770743,-,-,-,-,-,-,0.09715145138676812,-,-,-,-,-,0.09846796612632168,-,-,-,0.11715059381891765,-,-,0.1103614181006225,-,-,0.09772149162561095,0.0933955351300536,0.09875162860523345,0.09656688592711983,0.09300827397154417,-,-,-,-,-,-,-,-,-,-
HP0334_IgA,0.10335533282409488,0.10429619223511036,0.10556978345322587,0.1053495568643363,0.10029806866158233,0.10186411507431083,0.1047760799631441,0.10141778396653194,0.10111707266746359,0.10176392861634061,0.10594618048380572,0.10249761064544527,0.10148206978544767,0.08870012747240207,0.10056324875655867,0.10182908979109417,0.08618601486767222,0.10060650466720351,0.10201368414484292,0.10389092976774196,0.10004951243237302,0.1011768558605609,-,0.1016534423726894,0.10119876365560833,0.1010775107012559,0.105357391448711,0.10497321589899053,0.10414510137761505,0.10412226912568585,0.10154342385460514,0.10181102647188027,0.10143466521097057,0.09976136261470452,0.10317831873106388,0.10623413012166316,0.1032254962277581,0.10036629688047456,0.10064459569955775,0.10624718457087672,0.10264924200289553,0.10398191098111872,0.10375766522510238,0.10384171393988122,0.10380141830612204,0.10264308937297952,0.09705109356450847,0.10104300874669739,0.10106950726842662,0.10165140439641532,0.10331896274955395,0.10104638627302492,0.10346898620893194,0.10510788722249259,0.10162464989699545,0.10090881187325432,0.10374882946915535,0.10223784308967572,0.10306661006227094,0.10250954088415053,0.1023532723508913,0.10105283996767987,0.10340122878546518,0.10065604533239969,0.10242009790802308,0.10301153798044065,0.10455242778922293,0.10388553514894272,0.10237808459591462,0.10125192140820237,0.10451461667103164,0.10102957918833916,0.10537798635088819,0.1042946854041466,0.10496285258516387,0.10237592296664279,0.10172754057181038,0.1004260153826182,0.103496702185843,0.12103174767058414,0.10223533187779747,0.09915241900008179,0.11461812591565738,0.10209153143695979,0.10373391075819006,0.10206265012734636,0.09744421012211153,0.10260467384440117,0.10097734731335396,0.09664423009035986,0.10466967246565224,0.10373251392338452,0.10286728483559453,0.10364362873228156,0.10658699985110628,0.10365808081931277,0.10107522418891686,0.10203902205127806,0.10042509406488237,0.09967939975888247
H. Pylori3_IgA,0.13148955851049116,0.13249406258159688,0.13345271197043487,0.13272084045287094,0.12847553701181438,0.12983643876870107,0.13259169389701433,0.1298783102871286,0.12924185798753485,0.12993659873144509,0.13380495391788252,0.13068308028964132,0.12952223832362067,-,0.12874761053097838,0.12957998300649629,-,0.12895537184545564,0.13037184828759746,0.1315335858989126,0.12794466002980173,0.1294492371963723,-,0.12942868511203487,0.12921952438053488,0.12869058226377783,0.13306389094611368,0.132611050795641,0.13205611763547523,0.13215399163024255,0.12943476158321282,0.12995215389730294,0.12926467222887902,0.1271095575529352,0.1309251085518063,0.1334820852252251,0.13107121962564736,0.1126431439364415,0.1289571575726811,0.13399206895893542,0.13026572791726812,0.1315463733132413,0.13134566287332322,0.13206515101291139,0.13181628905938295,0.13045284508303598,0.12504302462962819,0.11696370254898036,0.12920917199395787,0.12994882936737026,0.13067967240988726,0.1282664761714321,0.13044988341795882,0.1321757338300981,0.1290219767116171,0.1281641430927637,0.13088853823754631,0.12948907904389012,0.13043498909164158,0.1298328844117728,0.12967445861419635,0.12842878077061345,0.13036718617137277,0.1279521303790188,0.12998960626627012,0.1305225313581655,0.13181566662418684,0.1309537593856499,0.12988832808703113,0.12860373031499206,0.13158860940226824,0.12879591276755778,0.13296149198142088,0.13148955012373206,0.13222998204146966,0.12953455886662088,0.12913673588518454,0.12784250315896595,0.13059136904939045,0.14797222371678725,0.12947305171861923,0.1271411970691181,0.14154846325513246,0.12934272443751885,0.13100689812692262,0.12891193908251555,0.12510942629068197,0.12986497675381722,0.12812126694313222,0.12444247436209761,0.13194960727334176,0.13095366111740114,0.1301108696335513,0.13073884900457128,0.13360614033172644,0.13088768924404734,0.1285790972954447,0.12944436389246328,0.12774016356266085,0.12717937068472335
HP0273_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12094421665792254,-,-,0.1435049004525199,-,-,-,-,-,-,0.11642878904470652,-,-,-,-,-,-,-,-,-,-
HP1029_IgA,0.06503801377195118,0.06579694931359248,0.06780053483132278,0.06742035653318681,0.061957579426973004,0.06347426857718363,0.06681127388461319,0.0631413917647549,0.0623406601063908,0.06293002394314215,0.0680620700196866,0.06418703120993899,0.06313585863319679,0.05228546041282122,0.061660187527821465,0.06309648108631688,0.06473934138424185,0.06164793198396892,0.06362974201178132,0.06565457834934212,0.061804606529873386,0.06277678743708884,-,0.06294699356074251,0.06289154545167154,0.0627135062293988,0.06751871825306442,0.06707475705767041,0.06560494816613369,0.06625012967024464,0.06337549438749979,0.06293970372472524,0.06367133157072977,0.0613522248028104,0.06426959951470297,0.06798762517798382,0.0647715673625103,0.06204136716932208,0.06164523096617003,0.06840530396266578,0.06396688562025844,0.06639535032391403,0.06550795110668726,0.06559260763579561,0.06533765343028393,0.06428552859873313,0.05844882055601141,0.06379741454995973,0.062421689171451765,0.06323935748811385,0.06514647747249155,0.06303512464363939,0.06577880392659836,0.08832844025682686,0.06340469115795727,0.06244222957007695,0.0660809549375509,0.06461180390718217,0.06507514768087873,0.06480074179625411,0.06422099915193145,0.06331602634709596,0.06504994421110898,0.06273273102008008,0.0644223435911357,0.0647516907630778,0.06665396014961093,0.06624249625710113,0.06445141302864782,0.062825972989185,0.06688657967451046,0.06311856101522975,0.06715363183037167,0.06646305428306366,0.06713401429164187,0.064101444529479,0.063905802447502,0.06244394363717762,0.06589949810990736,0.06308360016170395,0.06404902983904447,0.06118056882491625,0.07587568725062321,0.06414061364252019,0.08762398634116987,0.06374090893629987,0.05857869608871705,0.0643488748179245,0.06246470942272453,0.05797891676897013,0.0668057750259573,0.065924118614514,0.06517609034649761,0.06577902899726601,0.0688090810687036,0.0659958053615862,0.06265442242894899,0.06377529666387216,0.06224353827332191,0.06144724847697734
HP1389_IgA,0.1315214432643927,0.13251567122505423,0.13348477844972118,0.13276186563487355,0.1284965282654587,0.12985721609632972,0.13261717075442397,0.12990926463418534,0.12926284924117917,0.1299578592527395,0.1338368341255869,0.13071440444721133,0.12954255393285755,-,0.1287686017846227,0.1296054768263749,0.11482482843898792,0.128980444731753,0.13040336228854668,0.1315580882924626,0.12797616736957976,0.12947454964693392,-,0.12945045183621728,0.1292508485381049,0.12871609246785945,0.1330954049470629,0.1326431242167254,0.13207735156257208,0.13218495574002442,0.12946520087757465,0.1299736361744243,0.12929014908628866,0.1271346304392326,0.13095120577570574,0.13350730220857013,0.1310922357731338,0.11266847180638088,0.1289782694657142,0.13402376725228785,0.13029136995702978,0.13157806599031213,0.13136692339461764,0.132091537325012,0.1318416518056375,0.13047398271114374,0.12506753722796363,0.11699430313207074,0.12923078063741525,0.1299740099822519,0.13071281723408198,0.1282982798755727,0.13048224836393718,0.13220307352337185,0.1290543416575955,0.1281853463792731,0.13092109469208082,0.12952051927712627,0.13046735403762,0.12986487302117003,0.12970572020974364,0.12846004236616076,0.1303929244360273,0.1279771121231289,0.1300140359276374,0.13055397159140167,0.13184841686714116,0.13098670573784346,0.12992013179117173,0.12862481380892232,0.13162097434824666,0.12882177106409276,0.1329879696383519,0.13152210657826652,0.13226234698744804,0.12956029713127543,0.12916764622684931,0.1278741240831977,0.1306233576587877,0.14796137704575732,0.1295066007479871,0.1271661788132282,0.14156355916710103,0.12937471304691608,0.13103407699847128,0.12893782612326635,0.12513039133801712,0.12988999607253165,0.12814283791669093,0.12445989803520484,0.13198216372787627,0.13098602606337953,0.1301432345795297,0.13077140545910573,0.1336392851559212,0.1309196778534446,0.12861264632481254,0.12947711413541757,0.12777272001719533,0.12721117438886395
HP0448_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HP0898_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HP1125_IgA,0.14900533524465231,0.15077670392952572,0.1503568872382924,0.14959995454775596,0.14660252771652452,0.14869145316264362,0.15086348430265978,0.14675834559122727,0.14848977270099148,0.14779870058611244,0.15070571061833435,0.14748397294127222,0.1477327862722335,0.14605362985469927,0.129780077295772,0.14741232073965171,0.14940357937655852,0.1463069387823609,0.1480017000389026,0.14995451083743416,0.13089024452551232,0.14751619702739552,0.1482928637411574,0.148416450315847,0.1460768461437712,0.13083741808896265,0.14925797525155649,0.1500054462591198,0.15017561952352326,0.1490696894033229,0.14657178007192026,0.14763703968551203,0.14814610573740894,0.13037403260018596,0.14772703175895968,0.1497133525207457,0.1491778331902201,0.14728884414313986,0.14677016414685629,0.15081893191425086,0.1473356803675708,0.14867122296093618,0.14924849429607406,0.14969816021248133,0.14891435964550048,0.1485991809648864,0.12899019227998507,0.13366397062904242,0.14695197037177182,0.14790407928160887,0.14667254994958825,0.14579214943577098,0.14681276027511853,0.1482377856401913,0.14471466291118387,0.14585742720756875,0.14712405417001106,0.14626447564587775,0.1471399383753822,0.14662208757625292,0.1665127765287412,0.14680435637235514,0.1469231690905416,0.1456284719345709,0.14759406558385485,0.14773048542216197,0.14788904202762368,0.14717934960441267,0.14647295531465707,0.14594841378594886,0.14774404036833672,0.14683252070978448,0.14993645535807493,0.14820248692322,0.14852333227238576,0.1459451324945721,0.14627631500318156,0.14569785048169254,0.1467917486284385,0.1472775808759939,0.16478824807759346,0.1456807238671042,0.1477141010476364,0.14640010424692027,0.14716428490962538,0.14528625147808585,0.14223408342082935,0.1456683344717877,0.1458776858577748,0.14502886013956384,0.1482610657180881,0.1470914554715467,0.1463078623635733,0.14679932031264442,0.14983874223457996,0.1470711615753783,0.1446271411944144,0.145246818580307,0.14397473323732637,0.14355809556924862
Streptococcus_gallolyticus1_IgA,0.14509720517792452,0.14666476185464702,0.14592536947365764,0.14565208959104767,0.1435591857621277,0.12900599312035416,0.14692813904581103,0.14288739153184565,0.14544349326542508,0.14424695531773807,0.14672442746056108,0.14353667941897258,0.12801728710419696,0.13890942875347656,0.14326226980490206,0.1444850591476842,0.14510026715848748,0.1429316243103576,0.14437479499563502,0.1462354629184311,0.12764071173718713,0.14415408002067037,0.14208435832984312,0.14531819551421235,0.12685482319188332,0.14316105501704973,0.14511213667988868,0.14608973804387929,0.1465123819587408,0.14482769487651623,0.1430198725132173,0.1443934713936324,0.1301113524467577,0.1420662855012468,0.14450474416062237,0.13122872882455294,0.12975503774178634,0.14391023071584216,0.14385798317696227,0.14683513110503357,0.14423074464106908,0.14461532387485412,0.14566502720553062,0.1454284522940851,0.145723746964825,0.14536120357364926,0.14157153279270468,0.14086940316605887,0.14369550753374935,0.14446230404839563,0.1416462720198841,0.14092886884890804,0.14172739222847738,0.14266343442850415,0.13980762347679118,0.14166103343403152,0.16249912267853048,0.14100791577787503,0.14182797656761018,0.1620122206885946,0.14201527284490148,0.14246009418569394,0.14227100093977088,0.1412522729033395,0.14187308286592315,0.1427289921214413,0.14265998067130398,0.1420997733590049,0.14123019938477385,0.14111545807278134,0.14266065888051702,0.14162652996249264,0.14448105449034795,0.14234507695742404,0.14289992594258893,0.14119088754162146,0.1413505382083276,0.14114279461056653,0.14163072673075655,0.14326752798404604,0.14088946570033783,0.14095209517456345,0.14478669602391173,0.14149936550365833,0.1417121305191919,0.14104715162331827,0.1384087865486688,0.14100627642970817,0.1418168555140714,0.14126623130350402,0.14292254701503318,0.14180681795784097,0.1413653215066963,0.14138763285383626,0.14407622610498727,0.14210247517331834,0.13970736663138456,0.16142569986368632,0.13981065466852588,0.13950315812925676
pcsB_IgA,0.15821854980151348,0.1595335102875353,0.14307369822673616,0.15832935448780885,0.13897897355991162,0.14175818705115154,0.1594279330338496,0.15630923874459954,0.1581436558965759,0.1572050580618495,0.1592282521581728,0.15713336300537703,0.15677341635248274,0.15509375973057507,0.15643561899862002,0.15724014363282532,0.15832317458237088,0.1562017020931949,0.15749691826584256,0.15860429992177683,0.14038677820956597,0.14076766739661878,0.15701364042559188,0.1579170007019513,0.15597143274472752,0.1563277688318509,0.1581220760600587,0.15828291054986443,0.1591414151552607,0.1577345113770067,0.15568539565476358,0.15714568757712216,0.15703195817092025,0.13987053371074143,0.1404451780192071,0.15831197597050237,0.15794053058278412,0.1568759132810042,0.15688007264853096,0.15948942277452158,0.13996812659019045,0.15739521551715271,0.15848357995357176,0.15912041329798637,0.15760765228176662,0.14167446651334836,0.15494707921507853,0.14307685492010386,0.13989658147232384,0.15747590088598376,0.1524381578099431,0.15119384923884385,0.15235233411409718,0.15339001025326254,0.1510557094410952,0.15141629132351628,0.15279467034364622,0.15150640305558577,0.15224429201225226,0.15192954911641474,0.1518818982180107,0.17027085482975315,0.15218395948377408,0.15169236722522822,0.15290538287610472,0.15309102100252409,0.1728307124130632,0.15293398685555892,0.15176125668746288,0.15197161881387578,0.1534622352672489,0.1527039865650776,0.15490116386769404,0.15306924464120242,0.1539309276801823,0.15141690492958967,0.15180052503133587,0.15166103959652066,0.1522779003672734,0.15313949192021928,0.15206375889627358,0.15222582751393537,0.15326157591006506,0.15190095792610703,0.1528661567802947,0.1513014952837303,0.14901958386286449,0.15144222886006026,0.1522569254861166,0.15086827701471459,0.1725598669734798,0.15278224887028216,0.15213624037237938,0.15242374311384166,0.1550020428914765,0.17128042434991936,0.15100848832619654,0.17258420748249445,0.15062260386352974,0.1700726858746105
rplF_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HP1135_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
esaC_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H. Pylori4_IgA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
